patent_number,date,title,tokens,nltk_pos,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,bad_endings,bad_starts,misspelt_words,misspelt
US1656686A,1927-05-21,Locking means for barrel bungs and faucets,"['Locking', 'means', 'for', 'barrel', 'bungs', 'and', 'faucets']","[('Locking', 'VBG'), ('means', 'NNS'), ('for', 'IN'), ('barrel', 'NN'), ('bungs', 'NNS'), ('and', 'CC'), ('faucets', 'NNS')]","['VERB', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'CCONJ', 'NOUN', 'SPACE']",[],0,0,8,0,0,{'bungs'},1
US1656700A,1923-10-20,Supplemental device attachment for fordson tractors,"['Supplemental-device', 'attachment', 'for', 'fordson', 'tractors']","[('Supplemental-device', 'JJ'), ('attachment', 'NN'), ('for', 'IN'), ('fordson', 'NN'), ('tractors', 'NNS')]","['ADJ', 'PUNCT', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'SPACE']",[],0,0,8,0,0,{'fordson'},1
US1656708A,1927-01-11,Air line oiler,"['Air-line', 'oiler']","[('Air-line', 'JJ'), ('oiler', 'NN')]","['NOUN', 'PUNCT', 'NOUN', 'NOUN', 'SPACE']",[],0,0,5,0,0,{'oiler'},1
US1656724A,1923-05-28,Control of pyrolytic conversion,"['Control', 'of', 'pyrolytic', 'conversion']","[('Control', 'NN'), ('of', 'IN'), ('pyrolytic', 'JJ'), ('conversion', 'NN')]","['NOUN', 'ADP', 'ADJ', 'NOUN', 'SPACE']",[],0,0,5,0,0,{'pyrolytic'},1
US1656746A,1925-06-30,Sifter top,"['Sifter', 'top']","[('Sifter', 'NNP'), ('top', 'NN')]","['NOUN', 'NOUN', 'SPACE']",[],0,0,3,0,0,{'sifter'},1
US1656760A,1928-01-17,A cobpoba,"['A', 'cobpoba']","[('A', 'DT'), ('cobpoba', 'NN')]","['DET', 'ADJ']",[],0,0,2,0,0,{'cobpoba'},1
US1656773A,1927-01-25,Automotive cultivator,"['Automotive', 'cultivator']","[('Automotive', 'NNP'), ('cultivator', 'NN')]","['ADJ', 'NOUN', 'SPACE']",[],0,0,3,0,0,{'cultivator'},1
US1656778A,1925-12-31,"Friction member for brakes, clutches, and the like","['Friction', 'member', 'for', 'brakes,', 'clutches,', 'and', 'the', 'like']","[('Friction', 'NN'), ('member', 'NN'), ('for', 'IN'), ('brakes,', 'NN'), ('clutches,', 'NN'), ('and', 'CC'), ('the', 'DT'), ('like', 'JJ')]","['NOUN', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'CCONJ', 'DET', 'INTJ', 'SPACE']",[],0,0,11,0,0,"{'brakes,', 'clutches,'}",1
US1656779A,1926-01-29,"Friction member for brakes, clutches, and the like","['Friction', 'member', 'for', 'brakes,', 'clutches,', 'and', 'the', 'like']","[('Friction', 'NN'), ('member', 'NN'), ('for', 'IN'), ('brakes,', 'NN'), ('clutches,', 'NN'), ('and', 'CC'), ('the', 'DT'), ('like', 'JJ')]","['NOUN', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'CCONJ', 'DET', 'INTJ', 'SPACE']",[],0,0,11,0,0,"{'brakes,', 'clutches,'}",1
US1656784A,1926-03-24,Medicament for treating diseases of the stomach and intestines,"['Medicament', 'for', 'treating', 'diseases', 'of', 'the', 'stomach', 'and', 'intestines']","[('Medicament', 'NN'), ('for', 'IN'), ('treating', 'VBG'), ('diseases', 'NNS'), ('of', 'IN'), ('the', 'DT'), ('stomach', 'NN'), ('and', 'CC'), ('intestines', 'NNS')]","['ADJ', 'ADP', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'CCONJ', 'VERB', 'SPACE']",[],0,0,10,0,0,{'medicament'},1
US1656788A,1926-03-03,Weeder attachment for harrows,"['Weeder', 'attachment', 'for', 'harrows']","[('Weeder', 'NNP'), ('attachment', 'NN'), ('for', 'IN'), ('harrows', 'NNS')]","['NOUN', 'NOUN', 'ADP', 'NOUN', 'SPACE']",[],0,0,5,0,0,"{'weeder', 'harrows'}",1
US1656797A,1926-05-26,Splicer for power lines,"['Splicer', 'for', 'power', 'lines']","[('Splicer', 'NN'), ('for', 'IN'), ('power', 'NN'), ('lines', 'NNS')]","['NOUN', 'ADP', 'NOUN', 'NOUN', 'SPACE']",[],0,0,5,0,0,{'splicer'},1
US1656799A,1928-01-17,Edwabb a,"['Edwabb', 'a']","[('Edwabb', 'VB'), ('a', 'DT')]","['VERB', 'PRON']",[],0,0,2,0,0,{'edwabb'},1
US1656808A,1923-08-16,Lubricator,['Lubricator'],"[('Lubricator', 'NN')]","['NOUN', 'SPACE']",[],0,0,2,0,0,{'lubricator'},1
US1656819A,1926-08-10,End matcher trim gauge for saws,"['End-matcher', 'trim', 'gauge', 'for', 'saws']","[('End-matcher', 'JJ'), ('trim', 'JJ'), ('gauge', 'NN'), ('for', 'IN'), ('saws', 'NN')]","['NOUN', 'PUNCT', 'NOUN', 'VERB', 'NOUN', 'ADP', 'NOUN', 'SPACE']",[],0,0,8,0,0,{'matcher'},1
US1656827A,1926-11-30,Salt grainer,"['Salt', 'grainer']","[('Salt', 'NNP'), ('grainer', 'NN')]","['ADJ', 'NOUN', 'SPACE']",[],0,0,3,0,0,{'grainer'},1
US1656831A,1926-03-26,Seeding attachment for cultivators,"['Seeding', 'attachment', 'for', 'cultivators']","[('Seeding', 'VBG'), ('attachment', 'NN'), ('for', 'IN'), ('cultivators', 'NNS')]","['VERB', 'NOUN', 'ADP', 'NOUN', 'SPACE']",[],0,0,5,0,0,{'cultivators'},1
US1656832A,1925-07-06,Interliner,['Interliner'],"[('Interliner', 'NN')]","['NOUN', 'SPACE']",[],0,0,2,0,0,{'interliner'},1
US1656834A,1927-05-06,Vulcanization of rubber,"['Vulcanization', 'of', 'rubber']","[('Vulcanization', 'NN'), ('of', 'IN'), ('rubber', 'NN')]","['NOUN', 'ADP', 'NOUN', 'SPACE']",[],0,0,4,0,0,{'vulcanization'},1
US1656838A,1926-12-11,Tooth support for cultivators,"['Tooth', 'support', 'for', 'cultivators']","[('Tooth', 'DT'), ('support', 'NN'), ('for', 'IN'), ('cultivators', 'NNS')]","['NOUN', 'NOUN', 'ADP', 'NOUN', 'SPACE']",[],0,0,5,0,0,{'cultivators'},1
US1656843A,1926-02-10,Process for photogravure,"['Process', 'for', 'photogravure']","[('Process', 'NN'), ('for', 'IN'), ('photogravure', 'NN')]","['NOUN', 'ADP', 'NOUN', 'SPACE']",[],0,0,4,0,0,{'photogravure'},1
US1656844A,1924-06-17,Dyestuffs containing chromium and process of making same,"['Dyestuffs', 'containing', 'chromium', 'and', 'process', 'of', 'making', 'same']","[('Dyestuffs', 'NNS'), ('containing', 'VBG'), ('chromium', 'NN'), ('and', 'CC'), ('process', 'NN'), ('of', 'IN'), ('making', 'VBG'), ('same', 'JJ')]","['NOUN', 'VERB', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'VERB', 'ADJ', 'SPACE']",[],0,0,9,0,0,{'dyestuffs'},1
US1656848A,1924-02-23,Visibile toaster,"['Visibile', 'toaster']","[('Visibile', 'NNP'), ('toaster', 'NN')]","['ADJ', 'NOUN', 'SPACE']",[],0,0,3,0,0,{'visibile'},1
US1656853A,1928-01-17,Paper machinp,"['Paper', 'machinp']","[('Paper', 'NNP'), ('machinp', 'NN')]","['NOUN', 'NOUN']",[],0,0,2,0,0,{'machinp'},1
US1656855A,1927-03-19,Stonecutting device,"['Stonecutting', 'device']","[('Stonecutting', 'VBG'), ('device', 'NN')]","['NOUN', 'NOUN', 'SPACE']",[],0,0,3,0,0,{'stonecutting'},1
US1656870A,1925-09-17,Vulcanizing apparatus,"['Vulcanizing', 'apparatus']","[('Vulcanizing', 'VBG'), ('apparatus', 'NN')]","['VERB', 'NOUN', 'SPACE']",[],0,0,3,0,0,{'vulcanizing'},1
US1656876A,1927-02-28,Pulping engine,"['Pulping', 'engine']","[('Pulping', 'VBG'), ('engine', 'NN')]","['VERB', 'NOUN', 'SPACE']",[],0,0,3,0,0,{'pulping'},1
US1656890A,1923-11-12,Dough prcofing machine,"['Dough-prcofing', 'machine']","[('Dough-prcofing', 'JJ'), ('machine', 'NN')]","['NOUN', 'PUNCT', 'VERB', 'NOUN', 'SPACE']",[],0,0,5,0,0,{'prcofing'},1
US1656891A,1925-12-14,Rubber vulcanization accelerator and process for preparing same,"['Rubber-vulcanization', 'accelerator', 'and', 'process', 'for', 'preparing', 'same']","[('Rubber-vulcanization', 'NNP'), ('accelerator', 'NN'), ('and', 'CC'), ('process', 'NN'), ('for', 'IN'), ('preparing', 'VBG'), ('same', 'JJ')]","['NOUN', 'PUNCT', 'NOUN', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'VERB', 'ADJ', 'SPACE']",[],0,0,10,0,0,{'vulcanization'},1
US1656899A,1923-03-24,Tracklaying tractor,"['Tracklaying', 'tractor']","[('Tracklaying', 'VBG'), ('tractor', 'NN')]","['NOUN', 'NOUN', 'SPACE']",[],0,0,3,0,0,{'tracklaying'},1
US1656900A,1926-03-27,Pumping derrick reenforcing,"['Pumping-derrick', 'reenforcing']","[('Pumping-derrick', 'JJ'), ('reenforcing', 'NN')]","['NOUN', 'PUNCT', 'NOUN', 'NOUN', 'SPACE']",[],0,0,5,0,0,{'reenforcing'},1
US1656908A,1925-10-21,Automobile inclosure,"['Automobile', 'inclosure']","[('Automobile', 'NN'), ('inclosure', 'NN')]","['NOUN', 'NOUN', 'SPACE']",[],0,0,3,0,0,{'inclosure'},1
US1656912A,1923-09-03,Double pole electrical connecter,"['Double-pole', 'electrical', 'connecter']","[('Double-pole', 'JJ'), ('electrical', 'JJ'), ('connecter', 'NN')]","['ADJ', 'PUNCT', 'NOUN', 'ADJ', 'NOUN', 'SPACE']",[],0,0,6,0,0,{'connecter'},1
US1656924A,1925-03-14,Annealing furance,"['Annealing', 'furance']","[('Annealing', 'VBG'), ('furance', 'NN')]","['VERB', 'NOUN', 'SPACE']",[],0,0,3,0,0,"{'furance', 'annealing'}",1
US1656932A,1924-11-07,Stenciling and dyeing fabrics and the like,"['Stenciling', 'and', 'dyeing', 'fabrics', 'and', 'the', 'like']","[('Stenciling', 'VBG'), ('and', 'CC'), ('dyeing', 'VBG'), ('fabrics', 'NNS'), ('and', 'CC'), ('the', 'DT'), ('like', 'JJ')]","['NOUN', 'CCONJ', 'NOUN', 'NOUN', 'CCONJ', 'DET', 'INTJ', 'SPACE']",[],0,0,8,0,0,{'stenciling'},1
US1656950A,1926-01-11,Joint for devices for cleaning furnace flues,"['Joint', 'for', 'devices', 'for', 'cleaning', 'furnace', 'flues']","[('Joint', 'NNP'), ('for', 'IN'), ('devices', 'NNS'), ('for', 'IN'), ('cleaning', 'VBG'), ('furnace', 'NN'), ('flues', 'NNS')]","['ADJ', 'ADP', 'NOUN', 'ADP', 'VERB', 'NOUN', 'NOUN', 'SPACE']",[],0,0,8,0,0,{'flues'},1
US1656956A,1914-01-29,Electric vacuum valve tubb,"['Electric', 'vacuum', 'valve', 'tubb']","[('Electric', 'NNP'), ('vacuum', 'NN'), ('valve', 'NN'), ('tubb', 'NN')]","['ADJ', 'NOUN', 'NOUN', 'NOUN', 'SPACE']",[],0,0,5,0,0,{'tubb'},1
US1656968A,1921-10-22,Detachable antislipping means,"['Detachable', 'antislipping', 'means']","[('Detachable', 'JJ'), ('antislipping', 'NN'), ('means', 'NNS')]","['ADJ', 'NOUN', 'VERB', 'SPACE']",[],0,0,4,0,0,{'antislipping'},1
US1656977A,1926-12-30,Tinning and retinning machine,"['Tinning', 'and', 'retinning', 'machine']","[('Tinning', 'VBG'), ('and', 'CC'), ('retinning', 'VBG'), ('machine', 'NN')]","['VERB', 'CCONJ', 'VERB', 'NOUN', 'SPACE']",[],0,0,5,0,0,"{'tinning', 'retinning'}",1
US1656979A,1924-03-14,Photomechanical machine,"['Photomechanical', 'machine']","[('Photomechanical', 'JJ'), ('machine', 'NN')]","['ADJ', 'NOUN', 'SPACE']",[],0,0,3,0,0,{'photomechanical'},1
US1656984A,1924-09-05,Cementitious composition,"['Cementitious', 'composition']","[('Cementitious', 'JJ'), ('composition', 'NN')]","['ADJ', 'NOUN', 'SPACE']",[],0,0,3,0,0,{'cementitious'},1
US1656987A,1924-12-24,Ultrahigh frequency generator,"['Ultrahigh-frequency', 'generator']","[('Ultrahigh-frequency', 'NN'), ('generator', 'NN')]","['ADJ', 'PUNCT', 'NOUN', 'NOUN', 'SPACE']",[],0,0,5,0,0,{'ultrahigh'},1
US1656989A,1925-09-11,Lightning arrester,"['Lightning', 'arrester']","[('Lightning', 'VBG'), ('arrester', 'NN')]","['NOUN', 'NOUN', 'SPACE']",[],0,0,3,0,0,{'arrester'},1
US1656992A,1926-04-14,Reenforcing sleeve for tubular shafts,"['Reenforcing', 'sleeve', 'for', 'tubular', 'shafts']","[('Reenforcing', 'VBG'), ('sleeve', 'NN'), ('for', 'IN'), ('tubular', 'JJ'), ('shafts', 'NNS')]","['NOUN', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'SPACE']",[],0,0,6,0,0,{'reenforcing'},1
US1656998A,1926-01-12,Adjustable light reflective transmissive element,"['Adjustable', 'light', 'reflective-transmissive', 'element']","[('Adjustable', 'JJ'), ('light', 'JJ'), ('reflective-transmissive', 'JJ'), ('element', 'NN')]","['ADJ', 'ADJ', 'ADJ', 'PUNCT', 'NOUN', 'NOUN', 'SPACE']",[],0,0,7,0,0,{'transmissive'},1
US1657004A,1925-09-03,Circuit connecter,"['Circuit', 'connecter']","[('Circuit', 'NN'), ('connecter', 'NN')]","['NOUN', 'NOUN', 'SPACE']",[],0,0,3,0,0,{'connecter'},1
US1657011A,1925-07-30,Separable multiple form,"['Separable', 'multiple', 'form']","[('Separable', 'JJ'), ('multiple', 'JJ'), ('form', 'NN')]","['ADJ', 'ADJ', 'NOUN', 'SPACE']",[],0,0,4,0,0,{'separable'},1
US1657016A,1925-11-26,"Construction of sea grass, cane, and willow chairs","['Construction', 'of', 'sea-grass,', 'cane,', 'and', 'willow', 'chairs']","[('Construction', 'NN'), ('of', 'IN'), ('sea-grass,', 'JJ'), ('cane,', 'NN'), ('and', 'CC'), ('willow', 'JJ'), ('chairs', 'NNS')]","['NOUN', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'CCONJ', 'VERB', 'NOUN', 'SPACE']",[],0,0,12,0,0,"{'cane,', 'grass,'}",1
US1657035A,1922-11-15,Suspension insulator with hood and deformable pivoting system forming an articulatedjoint,"['Suspension', 'insulator', 'with', 'hood', 'and', 'deformable', 'pivoting', 'system', 'forming', 'an', 'articulatedjoint']","[('Suspension', 'NNP'), ('insulator', 'NN'), ('with', 'IN'), ('hood', 'NN'), ('and', 'CC'), ('deformable', 'JJ'), ('pivoting', 'NN'), ('system', 'NN'), ('forming', 'VBG'), ('an', 'DT'), ('articulatedjoint', 'NN')]","['NOUN', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'ADJ', 'VERB', 'NOUN', 'VERB', 'DET', 'NOUN', 'SPACE']",[],0,0,12,0,0,"{'deformable', 'articulatedjoint'}",1
US1657050A,1924-10-04,Pocket sterilizer for nursing nipples,"['Pocket', 'sterilizer', 'for', 'nursing', 'nipples']","[('Pocket', 'NNP'), ('sterilizer', 'NN'), ('for', 'IN'), ('nursing', 'NN'), ('nipples', 'NNS')]","['NOUN', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'SPACE']",[],0,0,6,0,0,{'sterilizer'},1
US1657055A,1925-08-10,Mixing and supercharging device for internal combustion engines,"['Mixing', 'and', 'supercharging', 'device', 'for', 'internal-combustion', 'engines']","[('Mixing', 'VBG'), ('and', 'CC'), ('supercharging', 'VBG'), ('device', 'NN'), ('for', 'IN'), ('internal-combustion', 'NN'), ('engines', 'NNS')]","['VERB', 'CCONJ', 'VERB', 'NOUN', 'ADP', 'ADJ', 'PUNCT', 'NOUN', 'NOUN', 'SPACE']",[],0,0,10,0,0,{'supercharging'},1
US1657078A,1928-01-24,Acoustic stethoscopics,"['Acoustic', 'stethoscopics']","[('Acoustic', 'JJ'), ('stethoscopics', 'NNS')]","['ADJ', 'NOUN']",[],0,0,2,0,0,{'stethoscopics'},1
US1657079A,1924-11-28,Maltose product and process of producing same,"['Maltose', 'product', 'and', 'process', 'of', 'producing', 'same']","[('Maltose', 'NNP'), ('product', 'NN'), ('and', 'CC'), ('process', 'NN'), ('of', 'IN'), ('producing', 'VBG'), ('same', 'JJ')]","['ADJ', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'VERB', 'ADJ', 'SPACE']",[],0,0,8,0,0,{'maltose'},1
US1657114A,1925-09-24,Doorcheck,['Doorcheck'],"[('Doorcheck', 'NN')]","['NOUN', 'SPACE']",[],0,0,2,0,0,{'doorcheck'},1
US1657124A,1924-12-26,Reproducer,['Reproducer'],"[('Reproducer', 'NN')]","['NOUN', 'SPACE']",[],0,0,2,0,0,{'reproducer'},1
US1657131A,1928-01-24,Combined otbihg bleeder,"['Combined', 'otbihg', 'bleeder']","[('Combined', 'VBN'), ('otbihg', 'RP'), ('bleeder', 'NN')]","['ADJ', 'ADJ', 'NOUN']",[],0,0,3,0,0,{'otbihg'},1
US1657140A,1925-07-27,Bleaching with hypochlorites,"['Bleaching', 'with', 'hypochlorites']","[('Bleaching', 'VBG'), ('with', 'IN'), ('hypochlorites', 'NNS')]","['VERB', 'ADP', 'NOUN', 'SPACE']",[],0,0,4,0,0,{'hypochlorites'},1
US1657146A,1924-06-16,Steel pitman,"['Steel', 'pitman']","[('Steel', 'NNP'), ('pitman', 'NN')]","['NOUN', 'NOUN', 'SPACE']",[],0,0,3,0,0,{'pitman'},1
US1657160A,1927-01-24,Process and apparatus for use in connection with flongs,"['Process', 'and', 'apparatus', 'for', 'use', 'in', 'connection', 'with', 'flongs']","[('Process', 'NN'), ('and', 'CC'), ('apparatus', 'NN'), ('for', 'IN'), ('use', 'NN'), ('in', 'IN'), ('connection', 'NN'), ('with', 'IN'), ('flongs', 'NNS')]","['NOUN', 'CCONJ', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'SPACE']",[],0,0,10,0,0,{'flongs'},1
US1657162A,1923-07-20,Safety razor and stropping appliance,"['Safety', 'razor', 'and', 'stropping', 'appliance']","[('Safety', 'NNP'), ('razor', 'NN'), ('and', 'CC'), ('stropping', 'VBG'), ('appliance', 'NN')]","['NOUN', 'NOUN', 'CCONJ', 'ADJ', 'NOUN', 'SPACE']",[],0,0,6,0,0,{'stropping'},1
US1657181A,1926-06-28,"Door clamping means for washing machines, cylinders, and the like","['Door-clamping', 'means', 'for', 'washing', 'machines,', 'cylinders,', 'and', 'the', 'like']","[('Door-clamping', 'JJ'), ('means', 'NNS'), ('for', 'IN'), ('washing', 'VBG'), ('machines,', 'NN'), ('cylinders,', 'NN'), ('and', 'CC'), ('the', 'DT'), ('like', 'JJ')]","['NOUN', 'PUNCT', 'VERB', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'CCONJ', 'DET', 'INTJ', 'SPACE']",[],0,0,14,0,0,"{'cylinders,', 'machines,'}",1
US1657201A,1926-01-15,Weft thread cutter for automatic looms,"['Weft-thread', 'cutter', 'for', 'automatic', 'looms']","[('Weft-thread', 'JJ'), ('cutter', 'NN'), ('for', 'IN'), ('automatic', 'JJ'), ('looms', 'NNS')]","['ADJ', 'PUNCT', 'NOUN', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'SPACE']",['ORG'],0,0,8,0,0,{'weft'},1
US1657216A,1928-01-24,Sound reproducer,"['Sound', 'reproducer']","[('Sound', 'JJ'), ('reproducer', 'NN')]","['ADJ', 'NOUN']",[],0,0,2,0,0,{'reproducer'},1
US1657218A,1926-06-21,Pulping machine,"['Pulping', 'machine']","[('Pulping', 'VBG'), ('machine', 'NN')]","['VERB', 'NOUN', 'SPACE']",[],0,0,3,0,0,{'pulping'},1
US1657220A,1924-10-29,Mold for shaping and retreading tires with rubber,"['Mold', 'for', 'shaping', 'and', 'retreading', 'tires', 'with', 'rubber']","[('Mold', 'NNP'), ('for', 'IN'), ('shaping', 'VBG'), ('and', 'CC'), ('retreading', 'VBG'), ('tires', 'NNS'), ('with', 'IN'), ('rubber', 'NN')]","['NOUN', 'ADP', 'VERB', 'CCONJ', 'VERB', 'NOUN', 'ADP', 'NOUN', 'SPACE']",[],0,0,9,0,0,{'retreading'},1
US1657253A,1924-09-10,Connecter for electric conductors,"['Connecter', 'for', 'electric', 'conductors']","[('Connecter', 'NNP'), ('for', 'IN'), ('electric', 'JJ'), ('conductors', 'NNS')]","['NOUN', 'ADP', 'ADJ', 'NOUN', 'SPACE']",[],0,0,5,0,0,{'connecter'},1
US1657254A,1925-11-02,Skeining device,"['Skeining', 'device']","[('Skeining', 'VBG'), ('device', 'NN')]","['VERB', 'NOUN', 'SPACE']",[],0,0,3,0,0,{'skeining'},1
US1657262A,1923-10-05,Electric metering system,"['Electric', 'metering', 'system']","[('Electric', 'NNP'), ('metering', 'NN'), ('system', 'NN')]","['ADJ', 'NOUN', 'NOUN', 'SPACE']",[],0,0,4,0,0,{'metering'},1
US1657270A,1928-01-24,Stereoscopical color photography,"['Stereoscopical', 'color', 'photography']","[('Stereoscopical', 'JJ'), ('color', 'NN'), ('photography', 'NN')]","['ADJ', 'NOUN', 'NOUN']",[],0,0,3,0,0,{'stereoscopical'},1
US1657300A,1927-02-14,Reenforced side driving belt,"['Reenforced', 'side-driving', 'belt']","[('Reenforced', 'VBN'), ('side-driving', 'JJ'), ('belt', 'NN')]","['VERB', 'NOUN', 'PUNCT', 'VERB', 'NOUN', 'SPACE']",[],0,0,6,0,0,{'reenforced'},1
US1657303A,1921-01-03,Phase failure and phase reverse protective device for polyphase alternating current circuits,"['Phase-failure', 'and', 'phase-reverse', 'protective', 'device', 'for', 'polyphase', 'alternating-current', 'circuits']","[('Phase-failure', 'NN'), ('and', 'CC'), ('phase-reverse', 'JJ'), ('protective', 'JJ'), ('device', 'NN'), ('for', 'IN'), ('polyphase', 'NN'), ('alternating-current', 'JJ'), ('circuits', 'NNS')]","['NOUN', 'PUNCT', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT', 'NOUN', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'VERB', 'PUNCT', 'ADJ', 'NOUN', 'SPACE']",[],0,0,16,0,0,{'polyphase'},1
US1657344A,1927-04-28,Gearless automatic gas control governor,"['Gearless', 'automatic', 'gas-control', 'governor']","[('Gearless', 'NNP'), ('automatic', 'JJ'), ('gas-control', 'NN'), ('governor', 'NN')]","['ADJ', 'ADJ', 'NOUN', 'PUNCT', 'NOUN', 'NOUN', 'SPACE']",[],0,0,7,0,0,{'gearless'},1
US1657373A,1924-05-20,Fuel distributing device for multicylinder engines,"['Fuel-distributing', 'device', 'for', 'multicylinder', 'engines']","[('Fuel-distributing', 'JJ'), ('device', 'NN'), ('for', 'IN'), ('multicylinder', 'NN'), ('engines', 'NNS')]","['NOUN', 'PUNCT', 'VERB', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'SPACE']",[],0,0,8,0,0,{'multicylinder'},1
US1657379A,1925-12-14,Process for manufacturing leavened bread,"['Process', 'for', 'manufacturing', 'leavened', 'bread']","[('Process', 'NN'), ('for', 'IN'), ('manufacturing', 'NN'), ('leavened', 'VBN'), ('bread', 'NN')]","['NOUN', 'ADP', 'VERB', 'VERB', 'NOUN', 'SPACE']",[],0,0,6,0,0,{'leavened'},1
US1657411A,1922-02-11,Ciphering machine,"['Ciphering', 'machine']","[('Ciphering', 'VBG'), ('machine', 'NN')]","['VERB', 'NOUN', 'SPACE']",[],0,0,3,0,0,{'ciphering'},1
US1657420A,1920-07-23,Production of alpha amino anthraquinones,"['Production', 'of', 'alpha-amino', 'anthraquinones']","[('Production', 'NN'), ('of', 'IN'), ('alpha-amino', 'JJ'), ('anthraquinones', 'NNS')]","['NOUN', 'ADP', 'ADJ', 'PUNCT', 'ADJ', 'NOUN', 'SPACE']",[],0,0,7,0,0,{'anthraquinones'},1
US1657433A,1928-01-24,Best available copv,"['Best', 'available', 'copv']","[('Best', 'RBS'), ('available', 'JJ'), ('copv', 'NN')]","['ADJ', 'ADJ', 'NOUN']",[],0,0,3,0,0,{'copv'},1
US1657446A,1926-12-29,Antislip tread and method of making the same,"['Antislip', 'tread', 'and', 'method', 'of', 'making', 'the', 'same']","[('Antislip', 'NNP'), ('tread', 'NN'), ('and', 'CC'), ('method', 'NN'), ('of', 'IN'), ('making', 'VBG'), ('the', 'DT'), ('same', 'JJ')]","['NOUN', 'VERB', 'CCONJ', 'NOUN', 'ADP', 'VERB', 'DET', 'ADJ', 'SPACE']",[],0,0,9,0,0,{'antislip'},1
US1657451A,1923-05-15,Nonsinging reamplifying circuits,"['Nonsinging', 'reamplifying', 'circuits']","[('Nonsinging', 'VBG'), ('reamplifying', 'VBG'), ('circuits', 'NNS')]","['VERB', 'VERB', 'NOUN', 'SPACE']",[],0,0,4,0,0,"{'reamplifying', 'nonsinging'}",1
US1657452A,1922-09-19,Lightning arrester,"['Lightning', 'arrester']","[('Lightning', 'VBG'), ('arrester', 'NN')]","['NOUN', 'NOUN', 'SPACE']",[],0,0,3,0,0,{'arrester'},1
US1657460A,1924-03-25,Refrigerating apparatus,"['Refrigerating', 'apparatus']","[('Refrigerating', 'VBG'), ('apparatus', 'NN')]","['VERB', 'NOUN', 'SPACE']",[],0,0,3,0,0,{'refrigerating'},1
US1657462A,1923-05-15,Nonsinging reamplifying circuits,"['Nonsinging', 'reamplifying', 'circuits']","[('Nonsinging', 'VBG'), ('reamplifying', 'VBG'), ('circuits', 'NNS')]","['VERB', 'VERB', 'NOUN', 'SPACE']",[],0,0,4,0,0,"{'reamplifying', 'nonsinging'}",1
US1657470A,1926-09-18,Ice cream disher,"['Ice-cream', 'disher']","[('Ice-cream', 'NN'), ('disher', 'NN')]","['NOUN', 'PUNCT', 'NOUN', 'NOUN', 'SPACE']",[],0,0,5,0,0,{'disher'},1
US1657501A,1924-01-30,Adjustable spring shackle bushing,"['Adjustable', 'spring-shackle', 'bushing']","[('Adjustable', 'JJ'), ('spring-shackle', 'JJ'), ('bushing', 'NN')]","['ADJ', 'NOUN', 'PUNCT', 'NOUN', 'NOUN', 'SPACE']",[],0,0,6,0,0,{'bushing'},1
US1657515A,1926-07-10,Reenforced lid for chick boxes,"['Reenforced', 'lid', 'for', 'chick', 'boxes']","[('Reenforced', 'NNP'), ('lid', 'NN'), ('for', 'IN'), ('chick', 'NN'), ('boxes', 'NNS')]","['VERB', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'SPACE']",[],0,0,6,0,0,{'reenforced'},1
US1657520A,1928-01-31,Assighok to mueeay body,"['Assighok', 'to', 'mueeay', 'body']","[('Assighok', 'NNP'), ('to', 'TO'), ('mueeay', 'VB'), ('body', 'NN')]","['NOUN', 'ADP', 'ADJ', 'NOUN']",[],0,0,4,0,0,"{'mueeay', 'assighok'}",1
US1657522A,1925-08-07,Process for vulcanizing rubber and products obtained thereby,"['Process', 'for', 'vulcanizing', 'rubber', 'and', 'products', 'obtained', 'thereby']","[('Process', 'NN'), ('for', 'IN'), ('vulcanizing', 'VBG'), ('rubber', 'NN'), ('and', 'CC'), ('products', 'NNS'), ('obtained', 'VBN'), ('thereby', 'RB')]","['NOUN', 'ADP', 'VERB', 'NOUN', 'CCONJ', 'NOUN', 'VERB', 'ADV', 'SPACE']",[],0,0,9,0,0,{'vulcanizing'},1
